Identifier,Title
BU19040215,Breukelen Midden
BU19040216,Rode Dorp
BU19040301,Polder Holland
BU19040302,Polder Garsten
BU19040303,Polder Oud Over
BU19040304,Kanaalzone Loenen aan de Vecht
BU19040305,Kanaalzone sector Vreeland
BU19040306,Mijnden
BU19040307,Hoefijzer
BU19040308,Driehoven
BU19040309,Oudover
BU19040310,Loenen Dorpskern
BU19040311,Cronenburgh
BU19040312,Kerklaan
BU19040401,Polder Oukoop
BU19040402,Nieuwer Ter Aa
BU19040501,Polder Portengen
BU19040502,Polder Groot Oud Aa
BU19040503,Polder Spengen
BU19040504,Polder Kockengen
BU19040505,Kockengen Dorp
BU19040506,Portengense Brug
BU19040507,Welgelegen
BU19040508,Groenlust
BU19040509,Vierde kwadrant Kockengen
BU19040601,Hoeker Polder
BU19040602,Polder Dorssewaard
BU19040603,Vreeland Dorp
BU19040604,Vreeland
BU19040701,Molenpolder
BU19040702,Bethunepolder-Noord
BU19040703,Tienhoven-Oud Maarsseveen
BU19040801,Polder Aetsveld
BU19040802,Polder Garsten Noord
BU19040803,Kanaalzone sector Nigtevecht
BU19040804,Nigtevecht Dorp
BU19040805,Nigtevecht Garsten
BU19040901,Polder Mijnden
BU19040902,Polder Angstelkade
BU19040903,Polder Sticht
BU19040904,Polder Het Honderd
BU19040905,Nieuwersluis
BU19040906,Angstelkade
BU19040907,Kanaalzone sector Nieuwersluis
BU19041001,Poldergebied Loenersloot
BU19041002,Loenersloot Binnenweg
BU19041003,Loenersloot Dorp
BU19041004,Poldergebied Loenersloot
BU19041101,Oud-Zuilen
BU19041201,Verbindingswegen
BU19041202,Industrieterrein Maarssenbroek
BU19041203,Fazantenkamp
BU19041204,Boomstede
BU19041205,Reigerskamp
BU19041206,Zwanenkamp
BU19041207,Valkenkamp
BU19041208,Duivenkamp
BU19041209,Bloemstede
BU19041210,Zebraspoor
BU19041211,Pauwenkamp
BU19041212,Kamelenspoor
BU19041213,Antilopespoor
BU19041214,Bisonspoor
BU19041215,Spechtenkamp
BU19000000,Bolsward binnen De Wallen
BU19000001,Bolsward-Noord
BU19000002,Bolsward-Zuidoost
BU19000003,Bolsward-Zuidwest
BU19000004,Bolsward-Noordoost
BU19000009,Verspreide huizen Bolsward
BU19000101,Sneek binnen de grachten
BU19000102,Stationsbuurt
BU19000103,Hemdijk
BU19000104,Noorderhoek I
BU19000105,Noorderhoek II
BU19000106,Noordoosthoek
BU19000107,Zwetteplan
BU19000108,Bomenbuurt
BU19000109,Omgeving Leeuwarderweg en bungalowpark
BU19000110,Stadsfenne
BU19000111,De Domp
BU19000112,Het Eiland
BU19000113,Sperkhem en industrieterrein Houkesloot
BU19000114,Lemmerweg-Oost
BU19000115,Lemmerweg-West
BU19000116,Tinga
BU19000117,Duinterpen
BU19000118,Offingawier
BU19000119,Loënga
BU19000120,IJsbrechtum
BU19000200,Workum
BU19000201,Nijhuizum
BU19000202,Hindeloopen
BU19000208,Verspreide huizen Workum
BU19000209,Verspreide huizen Hindeloopen
BU19000300,Koudum
BU19000301,Heidenschap
BU19000302,Molkwerum
BU19000308,Verspreide huizen Koudum
BU19000309,Verspreide huizen Molkwerum
BU19000400,Hemelum
BU19000401,Warns
BU19000402,Scharl
BU19000403,Stavoren
BU19000408,Verspreide huizen Hemelum
BU19000409,Verspreide huizen Stavoren
BU19000500,Oud IJlst
BU19000501,Nijezijl-Roodhem
BU19000502,De Rat-Cloosterkamp
BU19000503,Verspreide huizen IJlst
BU19000600,Heeg
BU19000602,Hommerts
BU19000603,Jutrijp
BU19000607,Verspreide huizen Heeg
BU19000608,Verspreide huizen Hommerts
BU19000609,Verspreide huizen Jutrijp
BU19000700,Scharnegoutum
BU19000701,Goënga
BU19000702,Gauw
BU19000706,Verspreide huizen Scharnegoutum
BU19000707,Verspreide huizen Goënga
BU19000708,Verspreide huizen Gauw
BU19000800,Oudega
BU19000801,Gaastmeer
BU19000802,Idzega
BU19000804,Sandfirden
BU19000808,Verspreide huizen Oudega
BU19000809,Verspreide huizen Gaastmeer
BU19000900,Oosthem
BU19000901,Blauwhuis
BU19000902,Westhem
BU19000903,Abbega
BU19000904,Wolsum
BU19000905,Greonterp
BU19000906,Verspreide huizen-Greonterp
BU19000907,Verspreide huizen-Oosthem
BU19000908,Verspreide huizen Abbega
BU19000909,Verspreide huizen Wolsum
BU19001000,Tirns
BU19001001,Nijland
BU19001002,Folsgare
BU19001003,Tjalhuizum
BU19001007,Verspreide huizen Tirns
BU19001008,Verspreide huizen Nijland
BU19001100,Oppenhuizen
BU19001101,Uitwellingerga
BU19001108,Verspreide huizen Oppenhuizen
BU19001109,Verspreide huizen
BU19001200,Woudsend
BU19001201,Indijk
BU19001202,IJpecolsga
BU19001203,Smallebrugge
BU19001204,Koufurderrige
BU19001208,Verspreide huizen Woudsend
BU19001209,Verspreide huizen Koufurderrige
BU19001300,Witmarsum
BU19001301,Pingjum
BU19001302,Kimswerd
BU19001303,Arum
BU19001306,Verspreide huizen Witmarsum
BU19001307,Verspreide huizen Pingjum
BU19001308,Verspreide huizen Kimswerd
BU19001309,Verspreide huizen Arum
BU19001400,Lollum
BU19001401,Burgwerd
BU19001402,Hartwerd
BU19001403,Hichtum
BU19001404,Schettens
BU19001405,Longerhouw
BU19001406,Schraard
BU19001407,Verspreide huizen Lollum
BU19001408,Verspreide huizen Burgwerd
BU19001409,Verspreide huizen Schettens
BU19001500,Zurich
BU19001501,Wons
BU19001502,Cornwerd
BU19001503,Kornwerderzand
BU19001509,Verspreide huizen Zurich
BU19001600,Parrega
BU19001601,Hieslum
BU19001602,Dedgum
BU19001603,Tjerkwerd
BU19001604,Exmorra
BU19001606,Verspreide huizen Parrega
BU19001607,Verspreide huizen Tjerkwerd
BU19001608,Verspreide huizen Exmorra
BU19001700,Makkum
BU19001709,Verspreide huizen Makkum
BU19001800,Idsegahuizum
BU19001801,Allingawier
BU19001802,Piaam
BU19001803,Gaast
BU19001804,Ferwoude
BU19001808,Verspreide huizen Ferwoude
BU19001809,Verspreide huizen Gaast
BU19001900,Raerd
BU19001901,Poppenwier
BU19001902,Sibrandabuorren
BU19001903,Tersoal
BU19001904,Dearsum
BU19002001,Wommels
BU19002002,Easterein
BU19002003,Hinnaard
BU19002004,Itens
BU19002005,Rien
BU19002006,Lytsewierrum
BU19002007,Hidaard
BU19002008,Reahûs
BU19002009,Verspreide huizen Wommels
BU19002010,Verspreide huizen Easterein
BU19002011,Iens
BU19002012,Kûbaard
BU19002013,Waaksens
BU19002014,Verspreide huizen Kûbaard
BU19002015,Britswert
BU19002016,Wiuwert
BU19002017,Boazum
BU19002018,Easterwierrum
BU19002019,Verspreide huizen Boazum
BU07150101,Kern Axel
BU07150201,Buitengebied Axel
BU07150301,Kern Biervliet
BU07150401,Buitengebied Biervliet
BU07150501,Kern Hoek
BU07150601,Buitengebied Hoek
BU07150701,Kern Koewacht
BU07150801,Buitengebied Koewacht
BU07150901,Kern Overslag
BU07151001,Buitengebied Overslag
BU07151101,Kern Philippine
BU07151201,Buitengebied Philippine
BU07151301,Kern Sas van Gent
BU07151401,Buitengebied Sas van Gent
BU07151501,Kern Sluiskil
BU07151601,Buitengebied Sluiskil
BU07151701,Kern Spui
BU07151801,Buitengebied Spui
BU07151901,Buitengebied Terneuzen
BU07152001,Binnenstad-Java
BU07152101,Noordpolder
BU07152102,Serlippenspolder
BU07152103,Zuiderpark
BU07152104,Lievenspolder
BU07152105,Triniteit
BU07152201,Noorderdokken
BU07152202,Handelspoort
BU07152203,Zuidpoort
BU07152204,Zevenaar
BU07152301,Oude Vaart
BU07152302,Driewegen
BU07152303,Oudelandse Hoeve
BU07152304,Katspolder
BU07152305,Zeldenrust
BU07152401,Othene
BU07152501,Kern Westdorpe
BU07152601,Buitengebied Westdorpe
BU07152701,Kern Zaamslag
BU07152801,Buitengebied Zaamslag
BU07152901,Kern Zuiddorpe
BU07153001,Buitengebied Zuiddorpe
BU00930000,West-Terschelling
BU00930002,Verspreide huizen West-Terschelling
BU00930110,Midsland
BU00930111,Verspreide huizen Midsland-Zuid
BU00930112,Verspreide huizen Midsland-Noord
BU00930213,Formerum
BU00930214,Verspreide huizen Formerum-Zuid
BU00930215,Verspreide huizen Formerum-Noord
BU00930316,Lies
BU00930317,Verspreide huizen Lies-Zuid
BU00930418,Koegelwieck
BU00930419,Hoorn
BU00930420,Verspreide huizen Hoorn-Zuid
BU00930521,Oosterend
BU00930522,Verspreide huizen Oosterend-Zuid
BU00930523,De Boschplaat
BU04480000,Den Burg
BU04480001,De Koog
BU04480002,Oosterend
BU04480003,De Waal
BU04480004,Oudeschild
BU04480005,Den Hoorn
BU04480007,Verspreide huizen Op Het Oude Land
BU04480008,"Verspr.h. De Kuil, Hoornder Nieuwland"
BU04480009,Verspr.h. De Koog en het Duingebied
BU04480100,De Cocksdorp
BU04480107,Verspr.h. in de polders Eierland en Eend
BU04480108,Verspr.h. in de polder Het Noorden
BU04480109,Verspr.h. in de polders Burger Nieuwland
BU15250101,De Rodes
BU15250102,De Knip
BU15250103,Everlasting
BU15250104,Over de Brug
BU15250201,Bloemenbuurt
BU15250202,Kruiden Noord
BU15250203,Kruiden Zuid
BU15250204,Vissenbuurt
BU15250205,Schouten
BU15250301,Componisten
BU15250302,Bollenbuurt
BU15250303,Bolbloemen
BU15250304,Hooghkamer
BU15250401,Berg en Dal
BU15250402,Buurtschap Teijlingen
BU15250403,Boekhorstpolder
BU15250404,Elsgeesterpolder
BU15250405,Voorhout buitengebied
BU15251101,Postbuurt
BU15251102,Vliegeniersbuurt
BU15251103,Wasbeek
BU15251104,Langeveld
BU15251201,Bomenbuurt
BU15251202,Kooibuurt
BU15251203,Kagerweide
BU15251204,Planetenbuurt
BU15251205,Mennepark
BU15251206,De Hoven
BU15251207,Vrouwenpolderbuurt
BU15251208,Bloemenbuurt
BU15251301,Rode Molenbuurt
BU15251302,Wetenschapsbuurt
BU15251303,Jagtlust
BU15251304,Klinkenberg
BU15251401,Overteylingen
BU15251402,Kasteelbuurt
BU15251403,Horsten en Vorsten
BU15251404,Koningshuysbuurt
BU15251405,Oranjebuurt
BU15251406,Centrum
BU15251407,Ter Leede
BU15251408,Vogelbuurt
BU15251501,Sassenheim buitengebied Noord
BU15251502,Sassenheim buitengebied Oost
BU15251503,Sassenheim buitengebied Zuid
BU15252101,Middelbuurt
BU15252102,Kloosterland-Endepoel
BU15252103,Westeinde-Lommerlust
BU15252104,Veerpolder
BU15252201,Hennepoel
BU15252202,Warmond buitengebied-Oosteinde
BU07160000,Tholen
BU07160009,Verspreide huizen Tholen
BU07160100,Poortvliet
BU07160109,Verspreide huizen Poortvliet
BU07160200,Scherpenisse
BU07160209,Verspreide huizen Scherpenisse
BU07160300,Sint-Maartensdijk
BU07160309,Verspreide huizen Sint-Maartensdijk
BU07160400,Stavenisse
BU07160409,Verspreide huizen Stavenisse
BU07160500,Sint-Annaland
BU07160509,Verspreide huizen Sint-Annaland
BU07160600,Oud-Vossemeer
BU07160609,Verspreide huizen Oud-Vossemeer
BU07160700,Sint Philipsland
BU07160709,Verspreide huizen Sint Philipsland
BU07160710,Anna Jacobapolder
BU02810000,Binnenstad
BU02810001,Sterrebos
BU02810002,Hertogenwijk
BU02810003,Burgemeesterswijk
BU02810004,Stationsbuurt
BU02810005,Santwijck
BU02810006,De Lok
BU02810007,Het Ooij
BU02810009,Latenstein
BU02810010,Tiel-West
BU02810011,Wadenoijenlaan e.o.
BU02810100,Elzenpas
BU02810101,Westroijen
BU02810102,Rauwenhof e.o.
BU02810103,Rauwenhof
BU02810104,Drumpt
BU02810107,Industrieterrein Medel
BU02810108,Veluwe
BU02810109,Industrieterrein Kellen
BU02810200,Wadenoijen
BU02810201,Kapel-Avezaath
BU02810208,Kapel-Avezaath e.o.
BU02810209,Wadenoijen e.o.
BU02810300,Passewaaij-Noord-West
BU02810301,Passewaaij-Noord-Oost
BU02810302,Passewaaij-Zuid-West
BU02810303,Passewaaij-Zuid-Oost
BU02810304,Passewaaij e.o.
BU02810305,Zennewijnen
BU02810306,Zennewijnen e.o.
BU08551001,Binnenstad West
BU08551002,Binnenstad Oost
BU08551003,Koningsplein
BU08551004,Oude Dijk
BU08551101,Veemarktkwartier
BU08551102,Tivoli
BU08551103,Hoogvenne Oost
BU08551104,Hoogvenne West
BU08551105,Piushaven
BU08551201,Armhoef Noord-West
BU08551202,Armhoef Noord-Oost
BU08551203,Armhoef Zuid
BU08551301,Jeruzalem Noord
BU08551302,Jeruzalem Zuid
BU08551401,Fatima West
BU08551402,Fatima Oost
BU08551403,Fatima Noord
BU08551404,Bedrijventerrein AaBe
BU08551405,Hoevenseweg
BU08551501,Broekhoven I West
BU08551502,Broekhoven I
BU08551503,Voltterrein
BU08551504,Broekhoven II West
BU08551505,Broekhoven II Oost
BU08551601,Afrikaanderbuurt West
BU08551602,Afrikaanderbuurt Midden
BU08551603,Afrikaanderbuurt Oost
BU08551604,Zeeheldenbuurt
BU08551701,Kromhoutpark
BU08551702,Westend
BU08551703,Schildersbuurt Noord
BU08551704,Schildersbuurt Zuid
BU08551705,Schrijversbuurt
BU08551706,Staatsliedenbuurt Oost
BU08551707,Het Laar
BU08551801,Trouwlaan
BU08551802,Uitvindersbuurt
BU08551901,Sint Anna Noord
BU08551902,Sint Anna Zuid
BU08552001,Bomenbuurt West
BU08552002,Bomenbuurt Midden
BU08552003,Bomenbuurt Oost
BU08552101,VGL-terrein
BU08552102,Talentsquare
BU08552103,Spoorlaan
BU08552201,Bouwmeestersbuurt Noord
BU08552202,Bouwmeestersbuurt Zuid
BU08552301,Textielbuurt West
BU08552302,Textielbuurt Oost
BU08552303,Nassaubuurt
BU08552304,Kasteel West
BU08552305,Kasteel Oost
BU08552401,Goirke Noord
BU08552402,Pastorieklamp West
BU08552403,Pastorieklamp Oost
BU08552501,Sint Pieterspark
BU08552502,Hoefstraat Noord
BU08552503,Padua
BU08552504,Hoefstraat Zuid
BU08552601,Besterd
BU08552602,Rosmolen
BU08552603,Loven Noord
BU08552604,Loven Zuid
BU08552605,Loven Oost
BU08552701,Theresia West
BU08552702,Theresia Midden
BU08552703,Theresia Oost
BU08552801,Spoorzone Noord-West
BU08552802,Spoorzone Noord-Oost
BU08552901,Smariusterrein
BU08552902,Ind.terrein Kanaalzone Noord
BU08552903,Ind.terrein Kanaalzone Noord-Oost
BU08552904,Melis Stokestraat
BU08552905,Ind.terrein Kanaalzone Oost
BU08552906,Ind.terrein Kanaalzone Zuid
BU08552907,Kanaalzone Bosscheweg
BU08553001,Moerenburg
BU08553101,Leijpark
BU08553102,Koningshoeven
BU08553103,Elisabethziekenhuis
BU08553104,Leijhoeven
BU08553201,Ezelvense Akkers
BU08553202,Landbouwbuurt
BU08553203,Vogeltjesbuurt West
BU08553204,Vogeltjesbuurt Oost
BU08553205,Visserijbuurt
BU08553206,Groenewoud Oost
BU08553207,Groenewoud Midden
BU08553208,Groenewoud West
BU08553209,Groenewoud Zuid
BU08553301,Stappegoor Noord
BU08553302,Zuiderpark
BU08553303,Stappegoor Zuid
BU08553401,Bedrijventerrein Het Laar
BU08553402,Goirleseweg West
BU08553501,De Blaak Noord-West
BU08553502,De Blaak Noord-Oost
BU08553503,De Blaak Zuid-West
BU08553504,De Blaak Zuid-Oost
BU08553601,Friezenlaan
BU08553602,Burgemeestersbuurt
BU08553603,Staatsliedenbuurt West
BU08553701,Universiteit
BU08553702,Abdij- en Torenbuurt
BU08553703,Universiteit Campus
BU08553704,Kastelenbuurt Noord
BU08553705,Kastelenbuurt Zuid
BU08553706,Sportweg
BU08553707,Notre Dame
BU08553801,Tweestedenziekenhuis
BU08553802,Het Zand Noord-West
BU08553803,Het Zand Noord-Oost
BU08553804,Jagersbuurt West
BU08553805,Jagersbuurt Oost
BU08553806,Luchthavenbuurt West
BU08553807,Luchthavenbuurt Oost
BU08553808,Westermarkt
BU08553809,Tiendschuur
BU08553810,Vijverlaan
BU08553811,Station Universiteit
BU08553812,Bokhamer West
BU08553813,Bokhamer
BU08553814,Rooi Pannen
BU08553901,Wandelbos Noord-West
BU08553902,Kruidenbuurt West
BU08553903,Kruidenbuurt Oost
BU08553904,Kruidenbuurt Zuid
BU08553905,Kleurenbuurt Noord
BU08554001,Het Wandelbos / Drijflanen
BU08554002,Auteursbuurt
BU08554003,Kleurenbuurt Zuid
BU08554101,De Oude Warande
BU08554201,Stokhasselt Noord-West
BU08554202,Stokhasselt Noord-Oost
BU08554203,Stokhasselt West
BU08554204,Stokhasselt Oost
BU08554205,Stokhasselt Zuid-West
BU08554206,Stokhasselt Zuid-Oost
BU08554207,Stokhasselt Zuid
BU08554301,Heikant Noord-West
BU08554302,Heikant Noord-Oost
BU08554303,Heikant West
BU08554304,Heikant Oost
BU08554305,Heikant Zuid-West
BU08554306,Heikant Zuid-Oost
BU08554307,Lijnse Hoek West
BU08554308,Lijnse Hoek Oost
BU08554401,Quirijnstok Noord-West
BU08554402,Quirijnstok Noord-Oost
BU08554403,Quirijnstok West
BU08554404,Quirijnstok Zuid-West
BU08554405,Quirijnstok Zuid-Oost
BU08554406,Quirijnstokpark
BU08554501,Ind.terrein Loven Noord
BU08554502,Ind.terrein Loven Zuid
BU08554601,Bosscheweg
BU08554701,Moerse Dreef
BU08554702,Gesworen Hoek West
BU08554703,Gesworen Hoek Zuid
BU08554704,Gesworen Hoek Oost
BU08554801,Huibeven West
BU08554802,Huibeven Midden
BU08554803,Huibeven Oost
BU08554804,Huibeven Zuid
BU08554901,Campenhoef West
BU08554902,Campenhoef Midden
BU08554903,Campenhoef Oost
BU08555001,Heyhoef
BU08555101,Heerevelden West
BU08555102,Heerevelden Oost
BU08555201,Dongewijk Noord
BU08555202,Dongewijk Zuid
BU08555301,De Kievit Noord-West
BU08555302,De Kievit Noord-Oost
BU08555303,De Kievit Zuid-West
BU08555304,De Kievit Zuid-Oost
BU08555401,Lange Rekken
BU08555402,Reeshofweide
BU08555403,Dalemweide
BU08555404,Leeuwerik West
BU08555405,Leeuwerik Midden
BU08555406,Leeuwerik Oost
BU08555407,Leeuwerik Zuid
BU08555501,Dalem Noord I
BU08555502,Dalem Noord II
BU08555503,Stadsrand Dalem Noord
BU08555601,Dalem Zuid I
BU08555602,Dalem Zuid II
BU08555603,Stadsrand Dalem Zuid
BU08555701,Koolhoven Noord
BU08555702,Koolhoven Zuid
BU08555703,Koolhoven Buiten
BU08555704,Buitengebied Koolhoven
BU08555705,Koolhoven Oost
BU08555801,Witbrant West
BU08555802,Witbrant Oost
BU08555803,Buitengebied Witbrant
BU08555901,Buitengebied Kraaiven West
BU08555902,Buitengebied Kraaiven Oost
BU08555903,Bedrijventerrein Kraaiven West
BU08555904,Bedrijventerrein Kraaiven
BU08555905,Bedrijventerrein Kraaiven PDV
BU08556001,Bedrijventerrein Vossenberg West II
BU08556002,Bedrijventerrein Vossenberg West I
BU08556003,Bedrijventerrein Vossenberg Scheg
BU08556004,Bedrijventerrein Vossenberg
BU08556005,Bedrijventerrein Vossenberg Scheg Oost
BU08556006,Bedrijventerrein Vossenberg PDV
BU08556007,Bedrijventerrein Albion
BU08556101,De Katsbogten
BU08556102,Tradepark 58 Noord
BU08556103,Tradepark 58 Zuid
BU08556202,Buitengebied Zuid-Oost
BU08556301,Wijkevoort
BU08556302,Buitengebied Gilzerbaan West
BU08556303,Buitengebied Gilzerbaan Oost
BU08556304,Amarant Piusoord
BU08556401,Buitengebied Noord-Oost
BU08556402,Rugdijk-Hazennest
BU08556403,Oostkamer West
BU08556501,Buitengebied Noord-West
BU08556601,Bedrijventerrein Schepersven
BU08556602,Oostkamer Oost
BU08556603,Buitengebied B-E Noord-West
BU08556604,Buitengebied B-E Noord-Oost
BU08556605,Bedrijventerrein Rhijnkant
BU08556606,Berkel Noord
BU08556607,Berkelse Akkers
BU08556608,Ruiven
BU08556609,Eikenbosch
BU08556610,Koningsoord
BU08556611,Rauwbraken
BU08556612,Enschot Oost
BU08556613,Enschot Midden
BU08556614,Enschotse Akkers
BU08556615,Bedrijventerrein Enschot
BU08556616,Enschot West
BU08556617,Enschot Zuid
BU08556618,Buitengebied B-E Zuid-West
BU08556619,Buitengebied B-E Zuid-Oost
BU08556620,Buitengebied B-E Zuid
BU08556701,Groenstraat
BU08556702,Achthoeven
BU08556703,Den Bogerd
BU08556704,De Mortel
BU08556705,De Kuil
BU08556706,Zeshoeven
BU08556707,Bedrijventerrein Kreitenmolen
BU08556708,Buitengebied Udenhout Zuid-Oost
BU08556709,Buitengebied Udenhout Zuid-West
BU08556710,Buitengebied Udenhout Noord
BU08556801,Kern Biezenmortel
BU08556802,Huize Assisië
BU08556803,Buitengebied Biezenmortel
BU01830001,Tubbergen noord
BU01830002,Tubbergen west
BU01830003,Tubbergen oost
BU01830009,Verspreide huizen Tubbergen
BU01830050,Tubbergen industrie Boskamp
BU01830101,Albergen noord
BU01830102,Albergen zuid
BU01830109,Verspreide huizen Albergen
BU01830150,Albergen industrie
BU01830200,Harbrinkhoek kern
BU01830209,Verspreide huizen Harbrinkhoek
BU01830301,Geesteren noord
BU01830302,Geesteren zuid
BU01830309,Verspreide huizen Geesteren
BU01830350,Geesteren industrie Lutkeberg
BU01830400,Langeveen kern
BU01830409,Verspreide huizen Langeveen
BU01830500,Vasse kern
BU01830508,Verspreide huizen Vasse
BU01830600,Reutum kern
BU01830609,Verspreide huizen Reutum
BU01830700,Fleringen kern
BU01830709,Verspreide huizen Fleringen
BU01830800,Mariaparochie
BU01830900,Manderveen kern
BU01830909,Verspreide huizen Manderveen
BU01831009,Verspreide huizen Mander
BU01831109,Verspreide huizen Hezingen
BU01831209,Verspreide huizen Haarle
BU17000101,Verspr.h. Vriezenveen ten W. van kanaal
BU17000102,Verspr.h. Vriezenveen West Industrieterr
BU17000103,Verspreide huizen ten oosten van kanaal
BU17000104,Vriezenveen-Midden
BU17000105,Vriezenveen Westeinde
BU17000106,Vriezenveen Elzenhoek
BU17000107,Vriezenveen-Centrum
BU17000108,Vriezenveen Oosteinde en Slot
BU17000201,Westerhaar-Oost
BU17000202,Westerhaar-West
BU17000203,Vriezenveensewijk
BU17000204,Verspr.h. Westerhaar-Vriezenveensewijk-W
BU17000205,Verspr.h. Westerhaar-Vriezenveensewijk-O
BU17000301,Buurtschap Meer
BU17000302,Den Ham
BU17000303,Buurtschap Linde
BU17000304,Buurtschap Magele
BU17000401,Geerdijk-West
BU17000402,Vroomshoop-West
BU17000403,Vroomshoop Industrieterein
BU17000404,Geerdijk-Oost
BU17000405,Vroomshoop-Oost
BU17000406,Verspreide huizen Vroomshoop-Oost
BU17000501,Verspreide huizen De Westerhoeve
BU17000502,Verspreide huizen Vriezenveen-Noord
BU17000503,Verspreide huizen De Pollen
BU17000601,Verspreide huizen Vriezenveen-Zuid
BU17300000,Zuidlaren
BU17300001,Zuid-Es
BU17300009,Verspreide huizen Zuidlaren
BU17300100,De Groeve
BU17300109,Verspreide huizen De Groeve
BU17300200,Zuidlaarderveen
BU17300209,Verspreide huizen Zuidlaarderveen
BU17300300,Midlaren
BU17300309,Verspreide huizen Midlaren
BU17300400,Westlaren
BU17300401,Westlaren Noord
BU17300402,Verspreide huizen Westlaren
BU17300403,Westlaren-West
BU17300500,Schuilingsoord
BU17300509,Verspreide huizen Schuilingsoord
BU17300600,Paterswolde
BU17300609,Verspreide huizen Paterswolde
BU17300700,Eelde
BU17300701,Oosterbroek en vliegveld
BU17300709,Verspreide huizen Eelde
BU17300800,Eelderwolde
BU17300805,Ter Borch
BU17300809,Verspreide huizen Eelderwolde
BU17300900,Vries
BU17300909,Verspreide huizen Vries
BU17301000,Donderen
BU17301009,Verspreide huizen Donderen
BU17301100,Bunne
BU17301101,Winde
BU17301108,Verspreide huizen Winde
BU17301109,Verspreide huizen Bunne
BU17301200,Yde
BU17301201,De Punt
BU17301208,Verspreide huizen De Punt
BU17301209,Verspreide huizen Yde
BU17301300,Tynaarlo
BU17301309,Verspreide huizen Tynaarlo
BU17301400,Zeegse
BU17301401,Oudemolen
BU17301402,Taarlo
BU17301407,Verspreide huizen Zeegse
BU17301408,Verspreide huizen Oudemolen
BU17301409,Verspreide huizen Taarlo
BU17301500,Zeijen
BU17301509,Verspreide huizen Zeijen
BU07370000,Burgum
BU07370009,Verspreide huizen Burgum
BU07370100,Aldtsjerk
BU07370101,Oentsjerk
BU07370102,Verspreide huizen Wyns
BU07370108,Verspreide huizen Aldtsjerk
BU07370109,Verspreide huizen Oentsjerk
BU07370200,Mûnein
BU07370201,Gytsjerk
BU07370208,Verspreide huizen Mûnein
BU07370209,Verspreide huizen Gytsjerk
BU07370300,Ryptsjerk
BU07370309,Verspreide huizen Ryptsjerk
BU07370400,Tytsjerk
BU07370401,Suwâld
BU07370408,Verspreide huizen Tytsjerk
BU07370409,Verspreide huizen Suwâld
BU07370500,Earnewâld
BU07370501,Garyp
BU07370508,Verspreide huizen Earnewâld
BU07370509,Verspreide huizen Garyp
BU07370600,Sumar
BU07370609,Verspreide huizen Sumar
BU07370700,Eastermar
BU07370701,Jistrum
BU07370708,Verspreide huizen Eastermar
BU07370709,Verspreide huizen Jistrum
BU07370800,Noordburgum
BU07370809,Verspreide huizen Noordburgum
BU07370900,Hurdegaryp
BU07370909,Verspreide huizen Hurdegaryp
BU04500001,De Koog
BU04500002,De Kleis
BU04500003,Waldijk
BU04500004,Oude Dorp
BU04500005,Bedrijventerrein
BU04500006,Buitengebied
BU04511500,Dorpscentrumcentrum
BU04512500,Thamerdal
BU04513500,Zijdelwaard
BU04514500,Legmeer
BU04515000,Langs de Vuurlinie
BU04515500,Veilinggebied
BU04516500,Meerwijk
BU04517500,Bedrijventerrein
BU04518500,Meerwijk
BU04519000,Glastuinbouwgebied
BU04519500,Veenweidegebied
BU01840000,Urk-Kom
BU01840002,Toppad
BU01840003,Urk-Noord
BU01840004,Havens en industrieterrein
BU01840006,De Reede
BU01840007,Urkerhard
BU01840008,De Top
BU01840009,Buitengebied
BU01840010,De Staart
BU01840011,Urkerland
BU01840015,Industrieterrein II
BU03440111,"Welgelegen, Den Hommel"
BU03440112,Oog in Al
BU03440113,Halve Maan-Zuid
BU03440114,Halve Maan-Noord
BU03440121,Lombok-Oost
BU03440122,Leidseweg en omgeving
BU03440123,Lombok-West
BU03440124,"Laan van Nieuw-Guinea, Spinozaweg e.o."
BU03440131,"Nieuw Engeland, Th. a. Kempisplantsoen e"
BU03440132,"Schepenbuurt, Cartesiusweg e.o."
BU03440133,Bedrijventerrein Lageweide
BU03440211,Pijlsweerd-Zuid
BU03440212,Pijlsweerd-Noord
BU03440221,"Nijenoord, Hoogstraat en omgeving"
BU03440222,Ondiep
BU03440223,2e Daalsebuurt en omgeving
BU03440224,"Egelantierstraat, Mariëndaalstraat e.o."
BU03440231,Julianapark en omgeving
BU03440232,Elinkwijk en omgeving
BU03440233,Prins Bernhardplein en omgeving
BU03440241,Geuzenwijk
BU03440242,Schaakbuurt en omgeving
BU03440243,Queeckhovenplein en omgeving
BU03440244,Zuilen-Noord
BU03440311,Taag- en Rubicondreef en omgeving
BU03440312,Wolga- en Donaudreef en omgeving
BU03440321,Zamenhofdreef en omgeving
BU03440322,Neckardreef en omgeving
BU03440331,Vechtzoom-zuid
BU03440332,"Vechtzoom-noord, Klopvaart"
BU03440333,Bedrijventerrein en omgeving
BU03440341,Zambesidreef en omgeving
BU03440342,Tigrisdreef en omgeving
BU03440343,Poldergebied Overvecht
BU03440411,Vogelenbuurt
BU03440412,Lauwerecht
BU03440413,Staatsliedenbuurt
BU03440414,Tuinwijk-West
BU03440415,Tuinwijk-Oost
BU03440421,Tuindorp en Van Lieflandlaan-West
BU03440422,Tuindorp-Oost
BU03440423,Voordorp en Voorveldsepolder
