WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_34,GemiddeldeHuishoudensgrootte_33,HuishoudensMetKinderen_32,HuishoudensTotaal_29,MateVanStedelijkheid_122,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeregistreerdeMisdrijven_1,crime_property,crime_violence,crime_vandalism,cluster_id,cluster_label_short,cluster_label_long,pca_x,pca_y,buurt_naam
BU04844503,Alphen aan den Rijn                     ,Buurt     ,BU04844503,520,1188.0,2.2,90,235,5.0,90,35,145,125,120,20.0,1.0,0.0,9.0,8,label_short,label_long,-1.608459935018161,0.1894310900003736,Aarlanderveen Dorp
BU16590100,Laarbeek                                ,Buurt     ,BU16590100,5330,2137.0,2.3,765,2325,4.0,715,605,1050,1510,1455,201.0,51.0,27.0,20.0,9,label_short,label_long,5.891398008906044,2.885453565456553,Aarle-Rixtel
BU07530019,Best                                    ,Buurt     ,BU07530019,615,443.0,2.6,105,240,4.0,95,95,165,185,70,0.0,0.0,0.0,0.0,0,label_short,label_long,-1.5706254271362583,0.6027484046829715,Aarlesche Erven
BU17240403,Bergeijk                                ,Buurt     ,BU17240403,275,1674.0,2.7,45,100,5.0,40,35,40,80,80,10.0,4.0,0.0,1.0,0,label_short,label_long,-2.132269830039536,0.603644580954201,Aarperstraat-Lange Akkers
BU05032404,Delft                                   ,Buurt     ,BU05032404,1055,10188.0,1.4,65,655,1.0,65,135,250,190,410,67.0,22.0,2.0,9.0,11,label_short,label_long,0.2830312457743517,-2.1929748224276824,Aart van der Leeuwbuurt
BU04320401,Opmeer                                  ,Buurt     ,BU04320401,25,13.0,2.2,5,10,5.0,0,0,0,10,5,0.0,0.0,0.0,0.0,8,label_short,label_long,-2.4842535317541783,-0.0269779620288854,Aartswoud West
BU09173701,Heerlen                                 ,Buurt     ,BU09173701,1235,5495.0,1.6,170,775,2.0,145,150,420,320,205,96.0,27.0,9.0,11.0,11,label_short,label_long,0.3579194739867529,-1.3480743673061133,Aarveld
BU17110520,Echt-Susteren                           ,Buurt     ,BU17110520,35,628.0,2.2,5,15,5.0,0,0,10,15,10,2.0,1.0,0.0,0.0,8,label_short,label_long,-2.433908495602215,-0.0681114794089822,Aasterberg
BU07960211,'s-Hertogenbosch                        ,Buurt     ,BU07960211,4140,3770.0,2.0,560,2055,1.0,550,435,1240,1060,855,423.0,125.0,31.0,51.0,1,label_short,label_long,5.271338476853826,-0.0826834399075211,Aawijk Zuid
BU07960303,'s-Hertogenbosch                        ,Buurt     ,BU07960303,2015,7454.0,2.1,305,970,1.0,315,250,550,530,370,103.0,25.0,12.0,14.0,3,label_short,label_long,1.6159933900211365,-0.5731546948782974,Aawijk noord
BU19000903,Súdwest-Fryslân                         ,Buurt     ,BU19000903,115,506.0,2.5,20,45,5.0,25,15,25,35,20,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.3737091199818567,0.352069283844231,Abbega
BU04200502,Medemblik                               ,Buurt     ,BU04200502,95,29.0,2.6,15,35,5.0,10,10,15,30,20,16.0,5.0,1.0,2.0,0,label_short,label_long,-2.433541812419446,0.4262747566148478,Abbekerk Buitengebied
BU04200501,Medemblik                               ,Buurt     ,BU04200501,1960,2891.0,2.2,275,890,5.0,270,210,400,550,530,60.0,18.0,8.0,4.0,5,label_short,label_long,0.584069489511155,0.9868836501214644,Abbekerk Centrum
BU03940986,Haarlemmermeer                          ,Buurt     ,BU03940986,990,2596.0,2.5,175,400,5.0,185,115,215,285,185,29.0,5.0,2.0,7.0,5,label_short,label_long,-0.9054146038642408,0.7907556538284041,Abbenes
BU03940989,Haarlemmermeer                          ,Buurt     ,BU03940989,95,295.0,2.2,15,45,5.0,10,15,15,30,25,2.0,1.0,0.0,0.0,8,label_short,label_long,-2.354959029453637,0.00406836863906,Abbenes Dijk
BU03940987,Haarlemmermeer                          ,Buurt     ,BU03940987,180,17.0,2.6,35,65,5.0,25,30,35,50,45,20.0,2.0,1.0,7.0,0,label_short,label_long,-2.243006158111368,0.4715688413065489,Abbenes Omgeving
BU07360703,De Ronde Venen                          ,Buurt     ,BU07360703,690,36.0,2.6,115,270,5.0,85,105,115,245,135,224.0,75.0,7.0,29.0,0,label_short,label_long,-1.0207824380916974,0.2302102821567961,Abcoude Buitengebied
BU07360701,De Ronde Venen                          ,Buurt     ,BU07360701,3005,3648.0,2.1,470,1395,4.0,500,295,545,880,780,228.0,54.0,36.0,23.0,1,label_short,label_long,2.9015231804931614,0.741617195795752,Abcoude-Noordoost
BU07360702,De Ronde Venen                          ,Buurt     ,BU07360702,4565,4900.0,2.6,855,1775,4.0,1025,495,895,1365,785,148.0,32.0,9.0,33.0,1,label_short,label_long,5.040377024836949,3.098407593572645,Abcoude-Zuidwest
BU07850507,Goirle                                  ,Buurt     ,BU07850507,1575,4460.0,2.0,215,770,3.0,200,145,355,465,405,55.0,17.0,2.0,8.0,5,label_short,label_long,0.3755520350300357,-0.0788663288125151,Abcoven
BU06870003,Middelburg (Z.)                         ,Buurt     ,BU06870003,2415,5762.0,1.6,210,1460,1.0,210,530,445,605,625,249.0,79.0,18.0,26.0,3,label_short,label_long,2.600567528921175,-1.3845713180974717,Abdij
BU08553702,Tilburg                                 ,Buurt     ,BU08553702,1735,9458.0,1.7,235,1015,1.0,280,440,555,330,140,128.0,49.0,6.0,8.0,3,label_short,label_long,1.503693884904149,-1.472675226910002,Abdij- en Torenbuurt
BU07961003,'s-Hertogenbosch                        ,Buurt     ,BU07961003,1110,1729.0,2.1,155,530,2.0,150,100,285,300,275,72.0,23.0,8.0,5.0,11,label_short,label_long,-0.2718694364111826,-0.445247814159793,Abdijenbuurt
BU08820201,Landgraaf                               ,Buurt     ,BU08820201,1395,660.0,2.2,230,630,4.0,240,135,320,360,345,80.0,18.0,11.0,11.0,5,label_short,label_long,-0.0518119259144836,0.4259564401019574,Abdissenbosch
BU02960130,Wijchen                                 ,Buurt     ,BU02960130,1345,7816.0,2.3,220,590,3.0,245,90,355,355,295,33.0,6.0,5.0,5.0,5,label_short,label_long,0.1177566791488206,-0.0553875881315933,Abersland
BU19010510,Bodegraven-Reeuwijk                     ,Buurt     ,BU19010510,35,11.0,3.3,5,10,5.0,10,10,5,10,0,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.7146574860558035,1.246883393628781,Abessinie
BU06770109,Hulst                                   ,Buurt     ,BU06770109,330,648.0,1.9,35,175,4.0,20,25,55,90,140,135.0,37.0,22.0,8.0,8,label_short,label_long,-1.442376472845722,-1.0083015156075474,Absdaalseweg
BU03440521,Utrecht                                 ,Buurt     ,BU03440521,2115,10594.0,1.7,240,1255,1.0,250,335,720,520,295,208.0,76.0,7.0,20.0,3,label_short,label_long,2.161417446056674,-1.5968129075897133,"Abstede, Tolsteegsingel e.o."
BU05790301,Oegstgeest                              ,Buurt     ,BU05790301,505,891.0,2.6,75,190,2.0,75,75,50,180,125,87.0,33.0,3.0,7.0,0,label_short,label_long,-1.271073614627014,-0.2101083831560113,Abtspoel
BU05032600,Delft                                   ,Buurt     ,BU05032600,35,26.0,2.5,5,10,3.0,5,5,5,15,0,14.0,7.0,0.0,0.0,0,label_short,label_long,-2.26936868734741,-0.178674911037512,Abtswoude
BU05460001,Leiden                                  ,Buurt     ,BU05460001,1940,11601.0,1.3,105,1465,1.0,85,760,570,300,220,186.0,69.0,9.0,14.0,7,label_short,label_long,2.1683945200802017,-2.477812965291074,Academiewijk
BU19491501,Waadhoeke                               ,Buurt     ,BU19491501,505,1580.0,2.1,70,240,5.0,75,50,120,155,105,12.0,3.0,0.0,3.0,8,label_short,label_long,-1.6545659916125193,0.0640223335617592,Achlum
BU16550402,Halderberge                             ,Buurt     ,BU16550402,400,305.0,2.7,65,145,5.0,65,40,70,125,90,15.0,5.0,2.0,0.0,0,label_short,label_long,-2.021367769200614,0.7708649650771088,Achter 't Hof
BU18960012,Zwartewaterland                         ,Buurt     ,BU18960012,2780,3879.0,3.7,515,755,4.0,855,455,715,530,225,44.0,10.0,1.0,10.0,5,label_short,label_long,1.710031420280902,3.3078125854459968,Achter 't Tag
BU17830253,Westland                                ,Buurt     ,BU17830253,935,7498.0,2.7,180,350,4.0,135,155,180,340,130,34.0,7.0,5.0,5.0,5,label_short,label_long,-0.6436469301366877,0.3491558703807521,Achter de Dijk
BU08820006,Landgraaf                               ,Buurt     ,BU08820006,555,4146.0,1.9,90,295,2.0,85,55,125,160,125,96.0,29.0,7.0,11.0,11,label_short,label_long,-0.7961451151219786,-1.2979303616180706,Achter de Haesen
BU00801103,Leeuwarden                              ,Buurt     ,BU00801103,2375,5680.0,1.6,260,1430,1.0,280,420,780,520,375,205.0,54.0,21.0,25.0,3,label_short,label_long,2.4724642725536183,-1.365507160906878,Achter de Hoven
BU18940302,Peel en Maas                            ,Buurt     ,BU18940302,2580,4506.0,2.4,435,1060,4.0,425,300,610,740,510,65.0,14.0,3.0,15.0,3,label_short,label_long,1.7478389286479,1.3833557580289593,Achter de Hoven
BU19612405,Vijfheerenlanden                        ,Buurt     ,BU19612405,2175,8040.0,2.4,385,905,3.0,410,250,640,560,310,97.0,20.0,14.0,14.0,3,label_short,label_long,1.5741164095156064,0.3764960371091577,Achter de Pijp
BU02160100,Culemborg                               ,Buurt     ,BU02160100,1520,7903.0,2.4,265,630,2.0,280,215,415,420,185,72.0,23.0,5.0,8.0,3,label_short,label_long,0.6113057461171667,-0.1805121615138313,Achter de Poort
BU08990520,Brunssum                                ,Buurt     ,BU08990520,395,3234.0,2.0,60,195,2.0,50,45,85,110,105,26.0,6.0,4.0,3.0,11,label_short,label_long,-1.2832261232543904,-1.0269462218317644,Achter de Put
BU08820009,Landgraaf                               ,Buurt     ,BU08820009,1165,3720.0,2.0,130,545,2.0,130,60,240,200,545,52.0,16.0,4.0,6.0,11,label_short,label_long,-0.1714435518577731,-0.57654089112656,Achter den Winkel
BU19260223,Pijnacker-Nootdorp                      ,Buurt     ,BU19260223,4310,7105.0,2.5,765,1685,2.0,605,605,780,1620,705,137.0,28.0,4.0,36.0,1,label_short,label_long,4.913567505882,1.9721889090479576,Achter het Raadhuis
BU18960404,Zwartewaterland                         ,Buurt     ,BU18960404,1645,3477.0,2.3,240,695,4.0,255,165,330,405,480,33.0,7.0,2.0,7.0,5,label_short,label_long,0.1991174464490479,0.7222790992139674,Achter het Singel
BU03400701,Rhenen                                  ,Buurt     ,BU03400701,930,3904.0,3.0,155,310,5.0,200,145,200,210,170,16.0,4.0,0.0,4.0,0,label_short,label_long,-1.1092399931064227,1.2719359762042586,Achterberg
BU03400703,Rhenen                                  ,Buurt     ,BU03400703,460,4518.0,2.6,75,170,5.0,85,70,75,135,90,12.0,3.0,0.0,3.0,0,label_short,label_long,-1.6849125978811654,0.4167868246222745,Achterberg West
BU19310701,Krimpenerwaard                          ,Buurt     ,BU19310701,285,66.0,3.1,40,95,5.0,65,45,45,80,50,6.0,1.0,1.0,1.0,0,label_short,label_long,-2.286605484628048,1.1829907010186258,Achterbroek
BU01140103,Emmen                                   ,Buurt     ,BU01140103,245,713.0,2.6,45,95,5.0,35,35,55,70,45,6.0,3.0,0.0,0.0,0,label_short,label_long,-2.207538800398636,0.5391733072022077,Achterdiep
BU05900202,Papendrecht                             ,Buurt     ,BU05900202,1205,6608.0,2.4,190,505,3.0,195,130,280,330,265,40.0,14.0,2.0,4.0,5,label_short,label_long,-0.1743571785876473,0.0344660530874218,Achterdijk
BU19611003,Vijfheerenlanden                        ,Buurt     ,BU19611003,185,88.0,2.6,30,70,5.0,25,25,40,65,35,10.0,4.0,0.0,1.0,0,label_short,label_long,-2.310498709827176,0.5251898885556616,Achterdijk
BU19821017,Land van Cuijk                          ,Buurt     ,BU19821017,455,48.0,2.8,85,155,5.0,75,55,110,140,75,33.0,9.0,2.0,5.0,0,label_short,label_long,-1.8954312633996555,0.8829274762243015,Achterdijk-Roijendijk buitengebied
BU18760404,Bronckhorst                             ,Buurt     ,BU18760404,300,1441.0,2.3,40,130,5.0,30,45,35,105,80,10.0,2.0,1.0,2.0,8,label_short,label_long,-2.0075369725177667,0.1496517015486747,Achterdrempt
BU05050105,Dordrecht                               ,Buurt     ,BU05050105,445,5819.0,1.9,55,240,1.0,50,25,120,120,130,124.0,33.0,20.0,8.0,11,label_short,label_long,-0.6928777194187197,-1.9532356375618665,Achterhakkers en omgeving
BU03450003,Veenendaal                              ,Buurt     ,BU03450003,1335,8180.0,1.7,125,790,1.0,125,120,280,400,410,66.0,22.0,5.0,6.0,11,label_short,label_long,0.5242713992155488,-1.447829024043408,Achterkerk
BU01411502,Almelo                                  ,Buurt     ,BU01411502,675,6434.0,2.0,115,330,2.0,95,95,175,175,135,93.0,22.0,10.0,14.0,11,label_short,label_long,-0.4865682316427601,-1.312364799256987,Achterlanden en omgeving
BU06420704,Zwijndrecht                             ,Buurt     ,BU06420704,30,344.0,2.8,5,10,5.0,0,5,0,15,5,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.594157414807577,0.6378909323427917,Achterlindtsestraat
BU04791112,Zaanstad                                ,Buurt     ,BU04791112,465,461.0,1.1,0,240,5.0,5,90,275,90,5,211.0,73.0,16.0,15.0,8,label_short,label_long,-1.1492524274749865,-1.899092995744194,Achtersluispolder
BU01094054,Coevorden                               ,Buurt     ,BU01094054,90,197.0,3.0,20,30,5.0,15,5,25,25,25,2.0,0.0,1.0,0.0,0,label_short,label_long,-2.5450810627884173,0.9240861749763029,Achterste Erm
BU03530026,IJsselstein                             ,Buurt     ,BU03530026,2795,7187.0,2.6,505,1075,2.0,440,345,580,995,430,87.0,26.0,7.0,10.0,3,label_short,label_long,2.4068650611352984,1.0953600154444345,Achterveld-Noord
BU03530027,IJsselstein                             ,Buurt     ,BU03530027,775,5388.0,2.2,125,350,2.0,105,90,140,230,210,26.0,7.0,2.0,4.0,11,label_short,label_long,-0.6791783632204239,-0.6264914624835467,Achterveld-Oost
BU03530025,IJsselstein                             ,Buurt     ,BU03530025,2655,6109.0,2.4,460,1100,3.0,420,290,540,805,605,92.0,26.0,5.0,15.0,3,label_short,label_long,2.121898502640578,1.0614497680526835,Achterveld-West
BU03530024,IJsselstein                             ,Buurt     ,BU03530024,1060,6566.0,2.4,175,450,2.0,160,125,220,320,235,33.0,8.0,2.0,6.0,11,label_short,label_long,-0.2369913283571456,-0.2853360119407219,Achterveld-Zuid
BU02300106,Elburg                                  ,Buurt     ,BU02300106,1155,2808.0,2.4,190,480,4.0,240,125,365,285,145,44.0,3.0,2.0,16.0,5,label_short,label_long,-0.4309457592974645,0.4345890704031305,Achterweg-De Dijkjes-Horstkamp
BU00340202,Almere                                  ,Buurt     ,BU00340202,680,5963.0,2.1,110,325,2.0,105,60,205,150,160,22.0,4.0,1.0,6.0,11,label_short,label_long,-0.7697723936507568,-0.8717277119230293,Achterwerf
BU05130503,Gouda                                   ,Buurt     ,BU05130503,970,8775.0,2.0,175,480,1.0,195,120,280,245,125,67.0,21.0,7.0,4.0,11,label_short,label_long,0.0640229605432426,-1.3238634592378289,Achterwillenseweg
BU04893162,Barendrecht                             ,Buurt     ,BU04893162,235,164.0,2.2,30,105,5.0,20,30,30,80,70,31.0,9.0,1.0,5.0,8,label_short,label_long,-2.089114149859544,0.0154893043099364,Achterzeedijk Oost
BU04893161,Barendrecht                             ,Buurt     ,BU04893161,75,43.0,2.4,5,30,5.0,10,10,10,15,30,74.0,21.0,3.0,12.0,0,label_short,label_long,-2.240697864768512,-0.0154382455191534,Achterzeedijk West
BU08556702,Tilburg                                 ,Buurt     ,BU08556702,1640,3606.0,2.3,245,695,4.0,225,185,300,445,480,52.0,19.0,1.0,6.0,5,label_short,label_long,0.227099127067267,0.6807349377278198,Achthoeven
BU19610802,Vijfheerenlanden                        ,Buurt     ,BU19610802,240,39.0,3.0,45,75,5.0,45,35,50,75,35,12.0,0.0,0.0,6.0,0,label_short,label_long,-2.2824507567568646,1.0104315261342156,Achthoven
BU19241302,Goeree-Overflakkee                      ,Buurt     ,BU19241302,355,34.0,2.2,45,160,5.0,45,35,65,140,70,21.0,6.0,0.0,4.0,8,label_short,label_long,-1.9552645372760795,0.1554507366323771,Achthuizen buitengebied
BU19241301,Goeree-Overflakkee                      ,Buurt     ,BU19241301,750,3141.0,2.0,105,370,5.0,80,85,155,250,175,22.0,4.0,1.0,6.0,8,label_short,label_long,-1.164440758519679,-0.0357401679553822,Achthuizen woonkern
BU08790300,Zundert                                 ,Buurt     ,BU08790300,660,2812.0,2.2,90,300,5.0,95,65,150,195,160,16.0,4.0,2.0,2.0,8,label_short,label_long,-1.3918206863277836,0.1828198987115635,Achtmaal
BU07725220,Eindhoven                               ,Buurt     ,BU07725220,3740,3704.0,2.3,620,1645,2.0,585,395,970,1035,760,860.0,361.0,22.0,44.0,1,label_short,label_long,5.1201664581365485,-0.4248924505984712,Achtse Barrier-Gunterslaer
BU07725240,Eindhoven                               ,Buurt     ,BU07725240,3885,5240.0,2.2,625,1790,3.0,595,395,985,1060,850,139.0,35.0,17.0,15.0,1,label_short,label_long,4.021557931523896,1.5132493046659898,Achtse Barrier-Hoeven
BU07725230,Eindhoven                               ,Buurt     ,BU07725230,4520,4474.0,2.4,755,1910,2.0,750,420,1190,1245,920,159.0,38.0,7.0,34.0,1,label_short,label_long,5.061198016609022,2.050205030900169,Achtse Barrier-Spaaihoef
BU05690513,Nieuwkoop                               ,Buurt     ,BU05690513,175,52.0,2.8,25,65,5.0,10,35,10,80,35,2.0,0.0,1.0,0.0,0,label_short,label_long,-2.39449740385588,0.7557888344686174,Achttienhoven
BU05032902,Delft                                   ,Buurt     ,BU05032902,80,59.0,2.4,15,35,5.0,15,5,20,25,15,114.0,20.0,6.0,31.0,0,label_short,label_long,-1.996365206156964,-0.2188635290040528,Ackersdijk
BU16211231,Lansingerland                           ,Buurt     ,BU16211231,1935,5407.0,2.6,395,750,2.0,485,225,615,460,155,74.0,23.0,4.0,8.0,3,label_short,label_long,1.113346723939604,0.6605175562410482,Ackerse Zoom
BU19260107,Pijnacker-Nootdorp                      ,Buurt     ,BU19260107,3485,7198.0,3.2,790,1070,2.0,1065,365,1165,800,85,80.0,27.0,0.0,12.0,1,label_short,label_long,3.404130742830792,2.625557205335224,Ackerswoude
BU19600203,West Betuwe                             ,Buurt     ,BU19600203,385,2259.0,2.3,50,170,5.0,50,30,75,125,105,16.0,6.0,0.0,2.0,8,label_short,label_long,-1.8559238785413863,0.154438511436918,Acquoy
BU06260002,Voorschoten                             ,Buurt     ,BU06260002,2655,2192.0,2.1,380,1235,2.0,440,240,545,660,770,166.0,53.0,8.0,21.0,3,label_short,label_long,2.2440275889961057,0.4838593554234274,Adegeest
BU05050700,Dordrecht                               ,Buurt     ,BU05050700,770,12741.0,1.5,65,505,1.0,65,30,185,190,300,122.0,31.0,20.0,9.0,11,label_short,label_long,0.1759263244318758,-2.696402392448464,Admiraalsplein
BU19660502,Het Hogeland                            ,Buurt     ,BU19660502,585,1211.0,2.2,75,265,5.0,95,40,125,150,175,28.0,7.0,5.0,2.0,8,label_short,label_long,-1.5502051284746308,0.1899677552210157,Adorp
BU19691700,Westerkwartier                          ,Buurt     ,BU19691700,2065,2219.0,2.2,315,935,5.0,320,215,455,575,495,54.0,13.0,10.0,4.0,5,label_short,label_long,0.7345167155139063,1.13347684674712,Aduard
BU03770200,Bloemendaal                             ,Buurt     ,BU03770200,2775,1740.0,2.6,460,1045,3.0,585,335,325,870,650,218.0,79.0,8.0,22.0,1,label_short,label_long,2.3091340216366985,1.4851902091136369,Aerdenhout-Centrum
BU03770202,Bloemendaal                             ,Buurt     ,BU03770202,695,2279.0,2.5,110,285,4.0,125,70,90,200,205,34.0,8.0,4.0,5.0,0,label_short,label_long,-1.2355830418114124,0.3333539068361089,Aerdenhout-Noord
BU03770201,Bloemendaal                             ,Buurt     ,BU03770201,870,1294.0,2.5,140,350,5.0,155,115,105,290,195,69.0,18.0,2.0,14.0,0,label_short,label_long,-1.0380392004372132,0.6783432540986121,Aerdenhout-West
